Point ID,Points_0,Points_1,Points_2,Points_Magnitude,u_0,u_1,u_2,u_Magnitude
80,0.42,0.704858,0,0.820503,-0.0220687,0.0286591,0,0.0361714
81,0.42,0.714132,0,0.828484,-0.0222745,0.0289284,0,0.0365103
82,0.42,0.722438,0,0.835653,-0.0224495,0.0291892,0,0.0368238
83,0.42,0.739414,0,0.850372,-0.0227418,0.0296868,0,0.0373965
84,0.42,0.740022,0,0.850901,-0.0227513,0.0297062,0,0.0374177
85,0.42,0.741313,0,0.852024,-0.0227675,0.0297455,0,0.0374587
86,0.42,0.756511,0,0.86528,-0.0229635,0.0302101,0,0.0379469
87,0.42,0.763153,0,0.871093,-0.0230334,0.0304068,0,0.0381459
88,0.42,0.773709,0,0.880355,-0.0231225,0.0307472,0,0.0384713
89,0.42,0.787025,0,0.892081,-0.0232088,0.0311669,0,0.038859
90,0.42,0.791204,0,0.89577,-0.0232264,0.0313099,0,0.0389844
91,0.42,0.801369,0,0.904761,-0.0232532,0.0316524,0,0.0392758
92,0.42,0.808824,0,0.911371,-0.0232757,0.0319052,0,0.039493
93,0.42,0.812038,0,0.914224,-0.0232813,0.0320136,0,0.0395839
94,0.42,0.826491,0,0.927086,-0.0232742,0.0325372,0,0.0400045
95,0.42,0.837448,0,0.936867,-0.0232603,0.0329325,0,0.0403186
96,0.42,0.844166,0,0.942877,-0.023237,0.0331912,0,0.0405168
97,0.42,0.859493,0,0.956624,-0.0231797,0.033779,0,0.0409673
98,0.42,0.861812,0,0.958707,-0.0231717,0.0338685,0,0.0410366
99,0.42,0.862825,0,0.959618,-0.0231682,0.0339077,0,0.041067
100,0.42,0.879454,0,0.974597,-0.0230792,0.0345861,0,0.0415794
101,0.42,0.888231,0,0.982524,-0.0230375,0.0349444,0,0.0418549
102,0.42,0.897104,0,0.990554,-0.0229795,0.0353237,0,0.0421405
103,0.42,0.913612,0,1.00553,-0.022889,0.0360299,0,0.0426856
104,0.42,0.91476,0,1.00657,-0.022881,0.036081,0,0.0427244
105,0.42,0.917361,0,1.00894,-0.0228666,0.0361966,0,0.0428144
106,0.42,0.932375,0,1.02261,-0.0227831,0.036867,0,0.0433387
107,0.42,0.938952,0,1.02861,-0.0227566,0.0371608,0,0.0435751
108,0.42,0.949535,0,1.03828,-0.0227025,0.0376483,0,0.0439636
109,0.42,0.964969,0,1.05241,-0.0226491,0.038359,0,0.0445465
110,0.42,0.966343,0,1.05367,-0.0226434,0.0384236,0,0.0445993
111,0.42,0.967963,0,1.05516,-0.0226397,0.0384997,0,0.044663
112,0.42,0.982992,0,1.06896,-0.0226029,0.0392026,0,0.0452519
113,0.42,1,0,1.08462,-0.0225929,0.04,0,0.0459395
114,0.42,1,0,1.08462,-0.0225929,0.04,0,0.0459395
