Point ID,Points_0,Points_1,Points_2,Points_Magnitude,p,u_0,u_1,u_2,u_Magnitude
1771,0.602284,0.734074,1e-09,0.949532,-84.5822,-0.00504304,0.00718598,-5.05031e-13,0.00877898
1772,0.596351,0.753098,1e-09,0.96062,-86.1223,-0.00509562,0.00719621,-7.48767e-13,0.00881765
1773,0.576943,0.757498,1e-09,0.95219,-84.2142,-0.00509145,0.00713258,-7.48767e-13,0.00876337
1774,0.514425,0.787503,1e-09,0.940635,-82.5372,-0.00509702,0.00698688,-9.3438e-13,0.00864848
1775,0.533862,0.783076,1e-09,0.947743,-82.8836,-0.00511165,0.00703679,-9.3438e-13,0.00869743
1776,0.557691,0.761542,1e-09,0.94391,-82.7984,-0.00508461,0.00707167,-7.28439e-13,0.00870987
1777,0.552335,0.779682,1e-09,0.955498,-84.1476,-0.00512532,0.00709063,-7.28439e-13,0.00874905
1778,0.495095,0.791842,1e-09,0.933881,-82.2658,-0.00507978,0.00694274,-1.31541e-12,0.00860266
1779,0.508595,0.806438,1e-09,0.953421,-84.3332,-0.00512237,0.00702063,-1.31541e-12,0.00869068
1780,0.767494,0.519089,1e-09,0.926553,29.0809,-0.00421143,0.00773093,-1.2839e-13,0.0088036
1781,0.74911,0.491677,1e-09,0.896054,50.5765,-0.00402865,0.00763409,-2.22974e-13,0.00863188
1782,0.765644,0.501673,1e-09,0.915362,44.6649,-0.00410651,0.00772465,-2.63202e-14,0.00874835
1783,0.720406,0.583956,1e-09,0.927356,-50.227,-0.0045374,0.00749852,-5.00034e-13,0.00876446
1784,0.733739,0.598415,1e-09,0.946823,-45.996,-0.00460662,0.00757392,-1.59215e-13,0.00886483
1785,0.752782,0.594116,1e-09,0.958986,-32.9559,-0.00459066,0.00766432,-1.59215e-13,0.00893398
1786,0.739513,0.579629,1e-09,0.9396,-36.7169,-0.00452103,0.0075926,-1.59215e-13,0.0088367
1787,0.714662,0.60279,1e-09,0.934932,-57.2032,-0.00462032,0.00748457,-1.59215e-13,0.0087958
1788,0.764669,0.557098,1e-09,0.946085,-8.59709,-0.00441387,0.00771507,-6.60264e-14,0.00888845
1789,0.689249,0.626238,1e-09,0.931256,-73.6314,-0.0047111,0.00738852,-3.40545e-13,0.00876269
1790,0.708924,0.621763,1e-09,0.942954,-62.9368,-0.00469994,0.00747433,-3.40545e-13,0.00882922
1791,0.702631,0.640652,1e-09,0.950855,-67.745,-0.00477417,0.00746455,-3.40545e-13,0.00886071
1792,0.405734,0.847399,1e-09,0.939524,-84.3342,-0.00491713,0.00701634,-2.02356e-12,0.0085678
1793,0.419226,0.861987,1e-09,0.958526,-81.4276,-0.00494159,0.00709144,-2.02356e-12,0.00864337
1794,0.450415,0.819614,1e-09,0.935222,-84.1126,-0.00503503,0.00693087,-1.97952e-12,0.00856671
1795,0.469809,0.815225,1e-09,0.940911,-83.4306,-0.00506834,0.00695272,-1.76682e-12,0.00860397
1796,0.463909,0.834222,1e-09,0.954536,-84.2683,-0.00506918,0.00700915,-1.27689e-12,0.00865013
1797,0.328341,0.864901,1e-09,0.925128,-84.4302,-0.00461543,0.00723098,-2.03656e-12,0.00857842
1798,0.322461,0.883808,1e-09,0.940796,-77.1735,-0.00454327,0.0073706,-2.03656e-12,0.00865835
1799,0.309034,0.869259,1e-09,0.922558,-82.7937,-0.00452529,0.00732152,-2.03656e-12,0.00860714
1800,0.374589,0.889706,1e-09,0.965346,-75,-0.00473975,0.00728075,-3.26082e-12,0.00868761
1801,0.289746,0.873591,1e-09,0.920388,-79.2695,-0.00443697,0.00741979,-2.37103e-12,0.00864523
1802,0.341775,0.879478,1e-09,0.943553,-78.3791,-0.00463333,0.00728585,-1.94225e-12,0.00863431
1803,0.355204,0.894078,1e-09,0.962053,-73.3121,-0.00465161,0.00734641,-1.94225e-12,0.00869524
1804,0.393947,0.885322,1e-09,0.969014,-76.9405,-0.00482285,0.00723115,-2.58328e-12,0.00869191
1805,0.413316,0.880963,1e-09,0.973101,-78.0011,-0.00489858,0.00719683,-1.77435e-12,0.00870577
1806,0.432706,0.876586,1e-09,0.977568,-81.4317,-0.00496909,0.0071759,-1.77435e-12,0.00872842
1807,0.444511,0.838615,1e-09,0.949139,-83.9067,-0.00502457,0.00699936,-1.49652e-12,0.00861611
1808,0.212618,0.890923,1e-09,0.915942,-58.7889,-0.00416653,0.00775974,-9.1908e-13,0.00880758
1809,0.231928,0.886599,1e-09,0.916432,-62.7846,-0.00421436,0.00769535,-9.1908e-13,0.00877379
1810,0.226034,0.905485,1e-09,0.933271,-56.4617,-0.00418047,0.00777695,-1.52371e-12,0.00882934
1811,0.135297,0.908187,1e-09,0.918209,-61.2496,-0.00407883,0.00788314,-5.05398e-13,0.00887585
1812,0.0382905,0.795351,1e-09,0.796272,6.73333,-0.00414155,0.00793439,-9.05698e-14,0.00895025
1813,0.034118,0.813837,1e-09,0.814552,0.205574,-0.00411732,0.00793901,-2.73456e-14,0.00894316
1814,0.0296773,0.833246,1e-09,0.833775,-6.39495,-0.00409496,0.00794536,-2.73456e-14,0.00893854
1815,0.0162316,0.816856,1e-09,0.817017,-2.69122,-0.00411268,0.00795991,-2.73456e-14,0.00895959
1816,0.0126459,0.83202,1e-09,0.832117,-5.64291,-0.00409571,0.00796374,-2.73456e-14,0.00895522
1817,0.0472842,0.842963,1e-09,0.844288,-14.665,-0.00408654,0.00792666,-1.0098e-13,0.00891806
1818,0.0444078,0.859743,1e-09,0.860889,-20.5492,-0.0040717,0.00793374,-1.0098e-13,0.00891756
1819,0.0564868,0.873054,1e-09,0.87488,-28.8806,-0.00406377,0.00792594,-9.233e-14,0.00890701
1820,0.0359321,0.877369,1e-09,0.878104,-21.9537,-0.0040582,0.00794614,-9.233e-14,0.00892245
1821,0.0698644,0.887636,1e-09,0.890381,-36.8986,-0.00405874,0.00792067,-1.93054e-13,0.00890002
1822,0.264642,0.896799,1e-09,0.935031,-64.4761,-0.00429496,0.00764064,-1.55249e-12,0.00876505
1823,0.28391,0.892433,1e-09,0.936505,-68.0012,-0.0043716,0.00755067,-1.55249e-12,0.00872488
1824,0.115951,0.912516,1e-09,0.919853,-56.989,-0.00406661,0.00790217,-2.15262e-13,0.00888716
1825,0.0832438,0.902222,1e-09,0.906054,-44.4972,-0.00405627,0.00791873,-2.15262e-13,0.00889717
1826,0.0966148,0.916822,1e-09,0.921898,-50.6674,-0.00405663,0.00792093,-2.15262e-13,0.00889929
1827,0.0773552,0.921178,1e-09,0.92442,-44.0464,-0.00404814,0.00793737,-2.15262e-13,0.00891007
1828,0.110008,0.931456,1e-09,0.93793,-55.8241,-0.0040596,0.00792674,-3.54778e-13,0.00890581
1829,0.129379,0.927123,1e-09,0.936107,-60.2076,-0.00407104,0.00791063,-3.54778e-13,0.00889671
1830,0.206713,0.909812,1e-09,0.933,-56.8025,-0.00414188,0.00782398,-8.28049e-13,0.00885268
1831,0.220132,0.924378,1e-09,0.950227,-52.5353,-0.0041564,0.0078426,-8.28049e-13,0.00887592
1832,0.200017,0.929435,1e-09,0.950714,-55.8904,-0.00412709,0.00787283,-8.28049e-13,0.008889
1833,0.14873,0.922788,1e-09,0.934697,-63.8456,-0.00408405,0.00789354,-5.1014e-13,0.00888749
1834,0.168064,0.91846,1e-09,0.93371,-63.3774,-0.00409797,0.00787588,-5.1014e-13,0.00887822
1835,0.180692,0.932797,1e-09,0.950137,-60.8345,-0.00410638,0.00789168,-5.1014e-13,0.00889612
1836,0.162345,0.93684,1e-09,0.950802,-64.5458,-0.00409122,0.00790705,-5.1014e-13,0.00890278
1837,0.24535,0.901147,1e-09,0.93395,-59.997,-0.00423066,0.00771627,-1.41467e-12,0.00879997
1838,0.239456,0.920065,1e-09,0.950715,-53.5118,-0.00419681,0.00779821,-1.41467e-12,0.00885581
1839,0.258804,0.915714,1e-09,0.951584,-56.4327,-0.00424792,0.00774154,-1.41467e-12,0.00883042
1840,0.278112,0.911344,1e-09,0.952834,-58.8949,-0.00431276,0.00766952,-2.48708e-12,0.00879895
1841,0.657864,0.668493,1e-09,0.937907,-83.0207,-0.00485762,0.00730724,-3.98489e-13,0.00877452
1842,0.677186,0.664136,1e-09,0.948503,-77.4238,-0.00485205,0.00738164,-3.98489e-13,0.00883352
1843,0.671284,0.683084,1e-09,0.957719,-80.4343,-0.00491764,0.00738189,-5.17363e-13,0.00886992
1844,0.652311,0.687216,1e-09,0.94751,-84.1997,-0.00492096,0.00731078,-5.17363e-13,0.00881268
1845,0.627567,0.710635,1e-09,0.948073,-86.1906,-0.00498525,0.00724726,-6.06477e-13,0.00879633
1846,0.64105,0.725234,1e-09,0.967941,-86.7367,-0.00504199,0.00732222,-6.06477e-13,0.00889025
1847,0.621701,0.729635,1e-09,0.958582,-86.3626,-0.00504372,0.00725338,-6.06477e-13,0.00883463
1848,0.646753,0.706176,1e-09,0.957587,-85.2128,-0.00498264,0.00731612,-3.88118e-13,0.00885169
1849,0.615759,0.74869,1e-09,0.969379,-87.782,-0.0050985,0.00726188,-5.39734e-13,0.00887297
1850,0.59043,0.772104,1e-09,0.971984,-87.1721,-0.00514466,0.00721003,-9.24564e-13,0.00885731
1851,0.571082,0.77638,1e-09,0.963795,-85.8467,-0.0051371,0.00714936,-7.81385e-13,0.00880358
1852,0.565986,0.794749,1e-09,0.975688,-89.2084,-0.00517618,0.00717263,-7.81385e-13,0.0088453
1853,0.58486,0.790958,1e-09,0.983705,-90.504,-0.0051885,0.00722935,-7.81385e-13,0.00889854
1854,0.635182,0.744251,1e-09,0.978451,-88.5676,-0.00509911,0.00732872,-5.66631e-13,0.00892811
1855,0.654551,0.739852,1e-09,0.987836,-87.1397,-0.00509748,0.00739634,-5.66631e-13,0.00898277
1856,0.528002,0.802071,1e-09,0.960262,-85.644,-0.00514289,0.00706619,-1.56324e-12,0.00873959
1857,0.547183,0.797937,1e-09,0.967529,-87.2064,-0.00516052,0.00711725,-9.13251e-13,0.00879126
1858,0.560679,0.813048,1e-09,0.987627,-90.7665,-0.00520939,0.00720183,-9.13251e-13,0.00888843
1859,0.489204,0.810833,1e-09,0.94698,-84.3575,-0.00509839,0.00698242,-1.2512e-12,0.00864568
1860,0.48331,0.829828,1e-09,0.960315,-84.3104,-0.00510618,0.00703227,-1.2512e-12,0.00869056
1861,0.502727,0.825424,1e-09,0.966467,-85.9712,-0.00513826,0.00706482,-1.2512e-12,0.00873575
1862,0.516281,0.839993,1e-09,0.985968,-88.0413,-0.00518089,0.00715172,-1.45282e-12,0.00883112
1863,0.522154,0.821018,1e-09,0.972993,-86.9361,-0.0051661,0.00710443,-1.45282e-12,0.00878416
1864,0.783263,0.509603,1e-09,0.93445,32.4398,-0.0041661,0.00781215,6.78199e-14,0.00885359
1865,0.778291,0.547033,1e-09,0.951305,3.62939,-0.00436238,0.00778348,8.38193e-14,0.0089226
1866,0.785533,0.529823,1e-09,0.94751,15.4316,-0.00427446,0.00782093,8.38193e-14,0.00891279
1867,0.794626,0.548954,1e-09,0.965806,1.87862,-0.00437406,0.00786343,8.38193e-14,0.00899811
1868,0.75769,0.576069,1e-09,0.951813,-22.8327,-0.00450671,0.00768262,2.10435e-14,0.00890692
1869,0.77354,0.574783,1e-09,0.963712,-13.5554,-0.00450114,0.00776133,2.10435e-14,0.0089721
1870,0.783602,0.562852,1e-09,0.964797,-5.88269,-0.00444397,0.00780913,2.10435e-14,0.00898507
1871,0.80117,0.567124,1e-09,0.981582,-2.73609,-0.00446523,0.00789365,2.10435e-14,0.00906907
1872,0.741263,0.63184,1e-09,0.974008,-45.3439,-0.00475169,0.00762962,-1.69068e-13,0.00898831
1873,0.722008,0.636234,1e-09,0.962335,-57.6357,-0.0047642,0.00754659,-1.69068e-13,0.0089246
1874,0.727971,0.617292,1e-09,0.954458,-52.4176,-0.00468777,0.00755893,-1.69068e-13,0.00889453
1875,0.747134,0.612921,1e-09,0.966375,-40.3791,-0.00467332,0.0076457,-1.69068e-13,0.00896084
1876,0.765747,0.60905,1e-09,0.978423,-27.5852,-0.00465928,0.00773101,-9.87431e-14,0.00902648
1877,0.760588,0.627443,1e-09,0.985991,-33.3808,-0.00473743,0.00771405,-9.87431e-14,0.00905261
1878,0.770014,0.590899,1e-09,0.97061,-21.5057,-0.00457781,0.00774682,-7.74557e-14,0.00899831
1879,0.696593,0.659677,1e-09,0.959382,-70.1804,-0.00484509,0.00745862,-4.10946e-13,0.00889415
1880,0.716012,0.655231,1e-09,0.970567,-62.2214,-0.00483632,0.0075373,-3.02645e-13,0.0089555
1881,0.496838,0.844424,1e-09,0.979745,-87.5074,-0.00514503,0.00711962,-2.14669e-12,0.0087841
1882,0.438615,0.8576,1e-09,0.963256,-81.8758,-0.00500297,0.00707996,-2.4537e-12,0.00866923
1883,0.458013,0.853216,1e-09,0.968376,-83.772,-0.00505666,0.00708247,-2.28009e-12,0.00870237
1884,0.471509,0.867831,1e-09,0.987649,-83.8204,-0.00509089,0.00717235,-2.28009e-12,0.00879544
1885,0.477416,0.848828,1e-09,0.973876,-85.8093,-0.00510367,0.00709671,-2.28009e-12,0.00874133
1886,0.407413,0.899913,1e-09,0.987841,-74.0846,-0.00484918,0.00731036,-2.91445e-12,0.00877245
1887,0.33585,0.898441,1e-09,0.959162,-70.818,-0.00456149,0.0074232,-2.43506e-12,0.0087127
1888,0.36869,0.908684,1e-09,0.980633,-67.9525,-0.00467266,0.007411,-2.39663e-12,0.00876109
1889,0.349286,0.913059,1e-09,0.977587,-65.0043,-0.00458152,0.0074801,-2.39663e-12,0.00877167
1890,0.388059,0.904296,1e-09,0.984043,-71.1822,-0.00476301,0.00735459,-2.76733e-12,0.0087622
1891,0.316515,0.902755,1e-09,0.956634,-67.8866,-0.00447252,0.0075055,-1.94996e-12,0.00873704
1892,0.303145,0.888162,1e-09,0.938471,-74.6657,-0.00445453,0.00745957,-1.94996e-12,0.00868838
1893,0.297245,0.907053,1e-09,0.954515,-63.3027,-0.00438951,0.00758743,-1.94996e-12,0.00876566
1894,0.329893,0.917432,1e-09,0.974941,-61.6726,-0.00449261,0.00755425,-1.94996e-12,0.00878922
1895,0.401541,0.918897,1e-09,1.0028,-68.973,-0.00479252,0.00743591,-2.00653e-12,0.00884652
1896,0.426772,0.895593,1e-09,0.992079,-76.7802,-0.0049272,0.00728276,-1.91219e-12,0.00879295
1897,0.452111,0.872202,1e-09,0.982416,-81.8618,-0.005035,0.0071663,-1.91219e-12,0.00875826
1898,0.440235,0.910256,1e-09,1.01112,-77.3368,-0.00496171,0.00737587,-1.91219e-12,0.00888943
1899,0.446167,0.891235,1e-09,0.996677,-79.8471,-0.0050009,0.00726595,-1.91219e-12,0.0088206
1900,0.123429,0.946083,1e-09,0.9541,-59.9811,-0.00406433,0.00793638,-3.58987e-13,0.00891655
1901,0.142816,0.941734,1e-09,0.952501,-63.5737,-0.00407694,0.0079225,-3.58987e-13,0.00890996
1902,0.0192859,0.798833,1e-09,0.799066,2.05176,-0.00413413,0.00795688,-2.87201e-14,0.00896677
1903,0,0.82,1e-09,0.82,-4.45069,-0.00410859,0.00797785,1.48139e-13,0.00897366
1904,0,0.8,1e-09,0.8,-2.70381,-0.00413203,0.00797842,1.48139e-13,0.00898492
1905,0,0.84,1e-09,0.84,-6.33497,-0.00408662,0.00797586,1.76052e-13,0.00896185
1906,0.0331949,0.849163,1e-09,0.849812,-12.8214,-0.00407964,0.007943,1.40079e-14,0.00892943
1907,0.0173205,0.85,1e-09,0.850176,-10.2341,-0.00407793,0.00795902,1.40079e-14,0.0089429
1908,0.0294966,0.861485,1e-09,0.86199,-15.7315,-0.0040689,0.00794848,-2.15915e-14,0.00892941
1909,0.0171396,0.869957,1e-09,0.870126,-14.7667,-0.0040616,0.00796061,-2.15915e-14,0.00893688
1910,0.0175529,0.889061,1e-09,0.889234,-19.059,-0.00404945,0.00796283,-7.00332e-15,0.00893334
1911,0.0509252,0.892076,1e-09,0.893528,-30.2113,-0.0040525,0.00793913,-1.61748e-13,0.00891362
1912,0.0330904,0.898618,1e-09,0.899227,-25.1398,-0.00404627,0.00795469,-5.74303e-14,0.00892465
1913,0.0455615,0.911208,1e-09,0.912346,-31.1322,-0.00404305,0.00795132,-5.74303e-14,0.00892019
1914,0.0166837,0.908907,1e-09,0.90906,-22.4782,-0.00403958,0.0079675,-5.74303e-14,0.00893305
1915,0.0639797,0.906579,1e-09,0.908833,-37.7172,-0.00404895,0.00793691,-1.33982e-13,0.00891002
1916,0.0907654,0.935777,1e-09,0.940169,-50.3643,-0.0040497,0.00794152,-2.95827e-13,0.00891447
1917,0.104434,0.950239,1e-09,0.955961,-54.6721,-0.0040536,0.00794888,-2.95827e-13,0.00892281
1918,0.159896,0.954761,1e-09,0.968057,-65.2351,-0.00408743,0.0079347,-5.57692e-13,0.00892561
1919,0.17447,0.947648,1e-09,0.963575,-63.1444,-0.00409893,0.00791904,-5.57692e-13,0.00891698
1920,0.213766,0.946641,1e-09,0.970477,-51.8702,-0.00413887,0.00789783,-5.56218e-13,0.00891662
1921,0.191408,0.948846,1e-09,0.967959,-58.7873,-0.00411386,0.00791392,-5.56218e-13,0.0089193
1922,0.233738,0.93867,1e-09,0.967334,-49.1541,-0.00417148,0.00786141,-8.21883e-13,0.00889961
1923,0.253314,0.934281,1e-09,0.968013,-50.7176,-0.00421376,0.00782037,-8.21883e-13,0.00888335
1924,0.272273,0.930307,1e-09,0.969331,-51.9931,-0.00426665,0.00776889,-1.62484e-12,0.00886341
1925,0.291341,0.926017,1e-09,0.970766,-54.0358,-0.00433138,0.00770428,-1.62484e-12,0.00883838
1926,0.285677,0.945536,1e-09,0.98775,-46.5481,-0.00428494,0.00780459,-1.62484e-12,0.0089035
1927,0.690652,0.678698,1e-09,0.968314,-73.591,-0.00491234,0.00745561,-3.04773e-13,0.00892845
1928,0.684746,0.697682,1e-09,0.977567,-76.5838,-0.00497616,0.00745509,-3.04773e-13,0.00896329
1929,0.665776,0.701801,1e-09,0.967358,-82.4807,-0.00497975,0.00738524,-4.06826e-13,0.00890728
1930,0.660243,0.720772,1e-09,0.977463,-84.4761,-0.00503978,0.00739006,-4.06826e-13,0.00894496
1931,0.704124,0.693288,1e-09,0.988149,-68.6235,-0.00497082,0.00752701,-4.33629e-13,0.00902025
1932,0.609829,0.76772,1e-09,0.980451,-88.9958,-0.00514976,0.00727396,-4.91893e-13,0.00891238
1933,0.629257,0.763302,1e-09,0.989239,-90.3218,-0.00515261,0.00733834,-4.91893e-13,0.00896664
1934,0.623334,0.78233,1e-09,1.00029,-91.3273,-0.00520208,0.00735088,-7.96926e-13,0.00900539
1935,0.603921,0.786723,1e-09,0.991793,-90.6728,-0.00519712,0.00728917,-6.20989e-13,0.00895221
1936,0.617423,0.801347,1e-09,1.01162,-94.044,-0.00524757,0.00736734,-6.20989e-13,0.00904515
1937,0.598202,0.805796,1e-09,1.00357,-93.1695,-0.00523851,0.00731164,-9.76868e-13,0.00899456
1938,0.579778,0.810492,1e-09,0.996514,-91.7072,-0.00522769,0.00726035,-9.76868e-13,0.00894659
1939,0.648678,0.75889,1e-09,0.998348,-89.8974,-0.00515309,0.00740387,-4.13572e-13,0.00902062
1940,0.64276,0.777929,1e-09,1.00912,-91.7524,-0.00520538,0.00741364,-4.13572e-13,0.00905859
1941,0.54155,0.81669,1e-09,0.979928,-88.9905,-0.00518884,0.00715127,-1.33194e-12,0.00883543
1942,0.535677,0.835623,1e-09,0.992581,-89.7788,-0.00521108,0.00719176,-2.16666e-12,0.00888126
1943,0.801709,0.515351,1e-09,0.953061,14.761,-0.00420566,0.00789954,9.12362e-14,0.00894932
1944,0.809123,0.535867,1e-09,0.970481,5.02043,-0.00430944,0.00793386,1.52858e-13,0.0090287
1945,0.825078,0.534227,1e-09,0.98293,-1.19116,-0.00430235,0.00801032,1.52858e-13,0.00909261
1946,0.80931,0.554078,1e-09,0.980808,0.196166,-0.00440068,0.00793327,1.52858e-13,0.00907208
1947,0.824056,0.548943,1e-09,0.990155,-0.493564,-0.00437535,0.00800432,1.52858e-13,0.00912211
1948,0.788217,0.583956,1e-09,0.980965,-10.0661,-0.00454635,0.00783162,-2.03626e-14,0.00905558
1949,0.783277,0.605933,1e-09,0.990291,-17.1504,-0.00464692,0.0078107,-2.03626e-14,0.00908851
1950,0.799428,0.600119,1e-09,0.999614,-8.36195,-0.00462159,0.00788432,-2.03626e-14,0.00913902
1951,0.808079,0.585861,1e-09,0.99811,-3.50087,-0.0045555,0.00792481,4.4994e-14,0.00914085
1952,0.821249,0.569486,1e-09,0.999382,-0.0582743,-0.00447707,0.00798814,1.50003e-13,0.00915722
1953,0.735371,0.650787,1e-09,0.981985,-51.0649,-0.0048261,0.00761648,-1.63139e-13,0.00901676
1954,0.754726,0.64642,1e-09,0.993715,-38.4199,-0.00481366,0.00769783,-1.63139e-13,0.00907898
1955,0.748835,0.665432,1e-09,1.00178,-43.8896,-0.00488599,0.0076843,-1.63139e-13,0.00910611
1956,0.779868,0.623785,1e-09,0.99865,-22.004,-0.00472465,0.00779908,-7.99012e-14,0.00911855
1957,0.774112,0.641996,1e-09,1.00569,-27.2052,-0.00479964,0.00777931,-1.26191e-13,0.0091408
1958,0.768229,0.661023,1e-09,1.01347,-31.6521,-0.0048736,0.00776209,-1.26191e-13,0.00916526
1959,0.820714,0.518833,1e-09,0.970958,1.53817,-0.00422691,0.00798966,1.0794e-13,0.00903889
1960,0.710044,0.67427,1e-09,0.979184,-65.4,-0.00490553,0.00753072,-2.57248e-13,0.00898754
1961,0.723511,0.688891,1e-09,0.999019,-58.4152,-0.00496384,0.00759965,-2.57248e-13,0.00907714
1962,0.729442,0.669838,1e-09,0.990337,-54.6346,-0.00489656,0.00760691,-2.57248e-13,0.00904663
1963,0.510365,0.859033,1e-09,0.999205,-90.0219,-0.00518529,0.00721231,-2.01154e-12,0.00888282
1964,0.490932,0.863438,1e-09,0.993247,-87.2042,-0.00514103,0.00718784,-2.01154e-12,0.00883715
1965,0.504458,0.87806,1e-09,1.01265,-88.6273,-0.00518085,0.00728406,-2.01154e-12,0.00893861
1966,0.465576,0.886848,1e-09,1.00163,-82.9713,-0.00507034,0.0072597,-1.59695e-12,0.00885503
1967,0.485018,0.882458,1e-09,1.00696,-85.5238,-0.00512844,0.00726755,-1.59695e-12,0.00889484
1968,0.420875,0.914564,1e-09,1.00676,-73.7567,-0.00488049,0.00739858,-2.75435e-12,0.0088633
1969,0.362778,0.927677,1e-09,0.996089,-60.6813,-0.00460661,0.00754331,-3.20892e-12,0.00883869
1970,0.382194,0.923297,1e-09,0.999275,-64.4976,-0.00470024,0.00748436,-2.59799e-12,0.00883787
1971,0.376278,0.942308,1e-09,1.01466,-58.7308,-0.00463902,0.00761739,-2.59799e-12,0.00891881
1972,0.395704,0.937921,1e-09,1.01798,-63.9633,-0.00473636,0.00756824,-2.59799e-12,0.00892812
1973,0.343368,0.932051,1e-09,0.993288,-56.8766,-0.0045165,0.00760912,-1.76382e-12,0.00884859
1974,0.323764,0.935553,1e-09,0.989992,-52.8632,-0.00443046,0.00767238,-1.76382e-12,0.0088597
1975,0.335274,0.951712,1e-09,1.00904,-49.1777,-0.00444661,0.00773967,-1.76382e-12,0.00892607
1976,0.310467,0.921796,1e-09,0.972675,-59.1377,-0.00440809,0.00763049,-1.40154e-12,0.00881225
1977,0.304548,0.940789,1e-09,0.988855,-49.8333,-0.00435145,0.00774377,-1.40154e-12,0.00888263
1978,0.316915,0.950646,1e-09,1.00208,-47.1837,-0.00437854,0.00776717,-1.56919e-12,0.00891631
1979,0.356441,0.946537,1e-09,1.01143,-54.3552,-0.00454414,0.00767154,-2.9341e-12,0.00891638
1980,0.45373,0.924924,1e-09,1.03022,-78.5468,-0.0050016,0.00747643,-2.96378e-12,0.00899517
1981,0.473185,0.92053,1e-09,1.03503,-82.3395,-0.00507999,0.0074655,-2.96378e-12,0.00902995
1982,0.459649,0.905883,1e-09,1.01583,-81.0133,-0.00503824,0.00736252,-2.96378e-12,0.00892135
1983,0.4791,0.901489,1e-09,1.02089,-84.7862,-0.00510761,0.00735967,-2.96378e-12,0.00895837
1984,0.414959,0.933473,1e-09,1.02155,-68.3911,-0.0048289,0.00752644,-2.05347e-12,0.00894235
1985,0.434329,0.929253,1e-09,1.02574,-73.3114,-0.00491852,0.00749566,-2.05347e-12,0.00896531
1986,0.408846,0.951572,1e-09,1.03569,-64.9506,-0.00477718,0.00765292,-3.12827e-12,0.00902156
1987,0.117864,0.965634,1e-09,0.972801,-58.5937,-0.00405897,0.00796131,-4.31584e-13,0.00893632
1988,0.139933,0.963706,1e-09,0.973812,-63.414,-0.00407236,0.00795253,-4.31584e-13,0.00893459
1989,0.159869,0.970804,1e-09,0.98388,-65.482,-0.00408593,0.00795784,-4.31584e-13,0.0089455
1990,0.0984235,0.967714,1e-09,0.972707,-53.2211,-0.00404872,0.00796861,-2.73835e-13,0.00893817
1991,0.0853591,0.953607,1e-09,0.95742,-49.0575,-0.00404465,0.00795954,-2.52001e-13,0.00892824
1992,0.0782479,0.969646,1e-09,0.972798,-47.0903,-0.00404031,0.00797558,-2.52001e-13,0.00894058
1993,0,0.86,1e-09,0.86,-10.4914,-0.00406787,0.00797453,1.25745e-13,0.00895213
1994,0,0.88,1e-09,0.88,-14.9833,-0.00405317,0.00797382,6.71902e-14,0.00894483
1995,0,0.9,1e-09,0.9,-18.4054,-0.00404164,0.00797502,6.71902e-14,0.00894068
1996,0.0581565,0.925593,1e-09,0.927418,-37.6751,-0.00404131,0.00795148,-1.38159e-13,0.00891954
1997,0.0306497,0.91666,1e-09,0.917172,-27.194,-0.00403854,0.00796234,-1.38159e-13,0.00892797
1998,0.0385747,0.929868,1e-09,0.930668,-31.6867,-0.00403586,0.00796354,-1.38159e-13,0.00892783
1999,0.071419,0.940164,1e-09,0.942873,-43.3223,-0.00404173,0.00795452,-1.80834e-13,0.00892244
2000,0.0657112,0.957566,1e-09,0.959818,-43.0417,-0.00403715,0.00796928,-1.80834e-13,0.00893353
2001,0.0520598,0.944519,1e-09,0.945953,-37.3392,-0.00403555,0.00796567,-2.12438e-13,0.00892959
2002,0.0182486,0.930417,1e-09,0.930596,-26.2809,-0.00403238,0.00797268,-9.68613e-14,0.00893442
2003,0.200283,0.965666,1e-09,0.986217,-56.8328,-0.00412055,0.00794077,-6.6019e-13,0.00894621
2004,0.220017,0.966364,1e-09,0.991094,-49.5911,-0.00414366,0.00793402,-6.6019e-13,0.0089509
2005,0.229988,0.953853,1e-09,0.981188,-46.9212,-0.00416035,0.0079019,-6.6019e-13,0.00893021
2006,0.178008,0.964998,1e-09,0.981278,-63.5317,-0.00409995,0.00794528,-4.22806e-13,0.00894075
2007,0.239928,0.966789,1e-09,0.996116,-43.4118,-0.00417094,0.00792423,-9.25087e-13,0.00895489
2008,0.247092,0.951519,1e-09,0.983079,-44.2001,-0.00418914,0.0078817,-9.25087e-13,0.00892581
2009,0.266497,0.949116,1e-09,0.98582,-44.3489,-0.00423125,0.00784998,-9.90635e-13,0.00891771
2010,0.278635,0.965306,1e-09,1.00472,-38.7461,-0.00424669,0.00788842,-1.03453e-12,0.00895888
2011,0.30077,0.961684,1e-09,1.00762,-40.6888,-0.00430995,0.0078454,-1.03453e-12,0.00895131
2012,0.679256,0.716394,1e-09,0.987223,-79.4145,-0.00503668,0.00745769,-3.71237e-13,0.00899919
2013,0.698206,0.712282,1e-09,0.997415,-72.2475,-0.00503314,0.00752537,-3.71237e-13,0.00905338
2014,0.692757,0.731005,1e-09,1.00712,-75.9384,-0.0050919,0.00752782,-3.71237e-13,0.00908821
2015,0.711701,0.726916,1e-09,1.01731,-67.06,-0.00508769,0.00759327,-5.18743e-13,0.00914015
