0,0,0,0,0,0,0,0,0
1,0.014641,0.014641,0,0.0207055,0.0000176306,0.0000168051,0,0.0000243567
2,0.02,0,0,0.02,0,0,0,0
3,0,0.02,0,0.02,0.000030979,0.0000356122,0,0.0000472009
4,0.0307736,0.0168739,0,0.0350962,0.0000190224,0.0000149502,0,0.0000241942
5,0.0184232,0.0324982,0,0.037357,0.0000410626,0.000033726,0,0.0000531373
6,0.04,0,0,0.04,0,0,0,0
7,0,0.04,0,0.04,0.000054778,0.0000562835,0,0.0000785396
8,0.0401505,0.0340121,0,0.0526202,0.0000397441,0.000027678,0,0.000048432
9,0.0501289,0.0170587,0,0.0529519,0.0000190677,0.000013215,0,0.0000231995
10,0.013107,0.050956,0,0.0526147,0.0000642728,0.0000537592,0,0.0000837916
11,0.03,0.0519603,0,0.0599989,0.000061992,0.0000453706,0,0.0000768212
12,0.06,0,0,0.06,0,0,0,0
13,0,0.06,0,0.06,0.0000767196,0.000071439,0,0.00010483
14,0.0495283,0.0494789,0,0.0700087,0.000056653,0.0000382247,0,0.0000683425
15,0.0619528,0.0337981,0,0.0705723,0.0000382935,0.0000252906,0,0.0000458913
16,0.07,0.0161961,0,0.0718492,0.000018238,0.000012102,0,0.000021888
17,0.0171117,0.0703218,0,0.0723738,0.0000834962,0.0000648898,0,0.000105746
18,0.0385359,0.0683938,0,0.0785031,0.0000779622,0.0000544648,0,0.0000951027
19,0.08,0,0,0.08,0,0,0,0
20,0,0.08,0,0.08,0.0000948408,0.0000826715,0,0.000125815
21,0.0647543,0.0493608,0,0.0814224,0.0000553301,0.0000369485,0,0.0000665328
22,0.0565407,0.0659665,0,0.0868817,0.0000732144,0.0000495402,0,0.0000884001
23,0.0798573,0.0281821,0,0.0846843,0.0000317014,0.0000211433,0,0.0000381053
24,0.0783355,0.0437053,0,0.0897029,0.0000486284,0.0000327633,0,0.0000586357
25,0.0895673,0.0159517,0,0.0909767,0.0000181225,0.0000121517,0,0.0000218194
26,0.0128139,0.0895993,0,0.0905109,0.000101034,0.0000784264,0,0.000127901
27,0.0295596,0.0881109,0,0.092937,0.0000974838,0.0000702537,0,0.000120161
28,0.0480031,0.0851057,0,0.0977102,0.0000921232,0.0000637384,0,0.000112024
29,0.1,0,0,0.1,0,0,0,0
30,0,0.1,0,0.1,0.000110508,0.0000904315,0,0.000142793
31,0.0731507,0.0615137,0,0.095577,0.0000672542,0.0000459196,0,0.0000814355
